census,year,site,block,treatment,plot,species,<0.5m,0.5_1m,<1m,1_2m,2_3m,3_4m,>4m,total
7,2016,N,1,TOTAL,N1TOTAL,Acacia_etbaica,NA,NA,1,4,3,2,19,29
7,2016,N,1,TOTAL,N1TOTAL,Acacia_mellifera,NA,NA,137,18,15,22,80,269
7,2016,N,1,TOTAL,N1TOTAL,Acacia_reficiens,0,0,0,0,2,0,0,2
7,2016,N,1,TOTAL,N1TOTAL,Acacia_tortilis,0,0,0,2,3,0,0,5
7,2016,N,1,TOTAL,N1TOTAL,Asparagus_falcatus,NA,NA,1,0,0,0,0,1
7,2016,N,1,TOTAL,N1TOTAL,Asparagus_racemosus,0,0,0,0,1,0,0,1
7,2016,N,1,TOTAL,N1TOTAL,Balanites_rotundifolia,NA,NA,2,0,0,0,1,3
7,2016,N,1,TOTAL,N1TOTAL,Boscia_angustifolia,0,0,0,1,0,0,0,1
7,2016,N,1,TOTAL,N1TOTAL,Canthium_pseudosetiflorum,NA,NA,1,1,1,0,0,3
7,2016,N,1,TOTAL,N1TOTAL,Commiphora_habessinica,0,0,0,0,2,2,0,4
7,2016,N,1,TOTAL,N1TOTAL,Commiphora_schimperi,0,0,0,0,1,0,0,1
7,2016,N,1,TOTAL,N1TOTAL,Croton_dichogamus,0,0,0,4,1,0,0,5
7,2016,N,1,TOTAL,N1TOTAL,Euphorbia_bussei,NA,NA,6,4,16,2,0,28
7,2016,N,1,TOTAL,N1TOTAL,Grewia_kakothamnos,NA,NA,2,3,7,7,7,26
7,2016,N,1,TOTAL,N1TOTAL,Maerua_angolensis,0,0,0,1,2,0,0,3
7,2016,N,1,TOTAL,N1TOTAL,Maerua_tryphilla,0,0,0,1,0,1,0,2
7,2016,N,1,TOTAL,N1TOTAL,Teclea_nobilis,0,0,0,1,2,0,1,4
7,2016,N,2,MEGA,N2MEGA,Acacia_brevispica,0,25,25,8,14,7,16,70
7,2016,N,2,MEGA,N2MEGA,Acacia_mellifera,0,3,3,4,41,40,49,137
7,2016,N,2,MEGA,N2MEGA,Acacia_tortilis,0,1,1,6,1,0,0,8
7,2016,N,2,MEGA,N2MEGA,Balanites_rotundifolia,0,0,0,0,1,0,0,1
7,2016,N,2,MEGA,N2MEGA,Boscia_angustifolia,0,0,0,0,1,0,0,1
7,2016,N,2,MEGA,N2MEGA,Croton_dichogamus,0,0,0,3,1,0,0,4
7,2016,N,2,MEGA,N2MEGA,Euphorbia_bussei,0,7,7,14,4,1,0,26
7,2016,N,2,MEGA,N2MEGA,Euphorbia_heterospina,0,3,3,11,5,1,0,20
7,2016,N,2,MEGA,N2MEGA,Grewia_kakothamnos,0,5,5,11,2,1,0,19
7,2016,N,2,MEGA,N2MEGA,Lycium_europaeum,0,1,1,5,3,0,1,10
7,2016,N,2,MEGA,N2MEGA,Maerua_tryphilla,0,0,0,2,0,0,0,2
7,2016,N,2,MEGA,N2MEGA,NONE,0,0,0,0,0,0,0,0
7,2016,N,2,MEGA,N2MEGA,Teclea_nobilis,0,0,0,0,1,0,0,1
7,2016,N,2,MESO,N2MESO,Acacia_brevispica,0,4,4,37,6,4,0,51
7,2016,N,2,MESO,N2MESO,Acacia_etbaica,0,0,0,0,1,1,0,2
7,2016,N,2,MESO,N2MESO,Acacia_mellifera,0,15,15,4,8,19,1,47
7,2016,N,2,MESO,N2MESO,Acacia_tortilis,0,0,0,0,1,0,0,1
7,2016,N,2,MESO,N2MESO,Boscia_angustifolia,0,0,0,1,0,0,0,1
7,2016,N,2,MESO,N2MESO,Commiphora_habessinica,0,0,0,3,1,0,0,4
7,2016,N,2,MESO,N2MESO,Croton_dichogamus,0,4,4,20,2,0,0,26
7,2016,N,2,MESO,N2MESO,Euphorbia_bussei,0,5,5,20,2,0,0,27
7,2016,N,2,MESO,N2MESO,Euphorbia_heterospina,0,37,37,168,14,8,0,227
7,2016,N,2,MESO,N2MESO,Grewia_kakothamnos,0,2,2,11,1,0,0,14
7,2016,N,2,MESO,N2MESO,NONE,0,0,0,0,0,0,0,0
7,2016,N,2,MESO,N2MESO,Pyrostria_phyllanthoidea,0,1,1,6,1,0,0,8
7,2016,N,2,MESO,N2MESO,Teclea_nobilis,0,0,0,12,0,0,0,12
7,2016,N,2,OPEN,N2OPEN,Acacia_brevispica,NA,NA,8,25,3,0,0,36
7,2016,N,2,OPEN,N2OPEN,Acacia_mellifera,NA,NA,11,4,3,3,1,22
7,2016,N,2,OPEN,N2OPEN,Acacia_tortilis,NA,NA,1,1,1,3,2,8
7,2016,N,2,OPEN,N2OPEN,Commiphora_habessinica,NA,NA,2,1,2,0,0,5
7,2016,N,2,OPEN,N2OPEN,Croton_dichogamus,NA,NA,1,9,6,0,0,16
7,2016,N,2,OPEN,N2OPEN,Euphorbia_bussei,NA,NA,6,2,0,0,0,8
7,2016,N,2,OPEN,N2OPEN,Euphorbia_heterospina,NA,NA,10,23,3,0,0,36
7,2016,N,2,OPEN,N2OPEN,Grewia_kakothamnos,NA,NA,5,9,0,0,0,14
7,2016,N,2,OPEN,N2OPEN,Lycium_europaeum,NA,NA,1,0,0,0,0,1
7,2016,N,2,OPEN,N2OPEN,Maerua_tryphilla,0,0,0,1,0,0,0,1
7,2016,N,2,OPEN,N2OPEN,NONE,0,0,0,0,0,0,0,0
7,2016,N,2,OPEN,N2OPEN,Opuntia_ficus-indica,NA,NA,1,0,0,0,0,1
7,2016,N,2,OPEN,N2OPEN,Teclea_nobilis,0,0,0,2,1,0,0,3
7,2016,N,2,TOTAL,N2TOTAL,Acacia_brevispica,NA,NA,33,4,29,8,3,77
7,2016,N,2,TOTAL,N2TOTAL,Acacia_mellifera,0,4,4,3,1,0,7,15
7,2016,N,2,TOTAL,N2TOTAL,Acacia_tortilis,0,0,0,0,4,0,0,4
7,2016,N,2,TOTAL,N2TOTAL,Asparagus_falcatus,NA,NA,2,1,2,0,0,5
7,2016,N,2,TOTAL,N2TOTAL,Canthium_pseudosetiflorum,0,0,0,0,10,2,0,12
7,2016,N,2,TOTAL,N2TOTAL,Commiphora_habessinica,0,0,0,1,3,6,0,10
7,2016,N,2,TOTAL,N2TOTAL,Croton_dichogamus,0,1,1,10,24,2,1,38
7,2016,N,2,TOTAL,N2TOTAL,Euphorbia_bussei,NA,NA,13,13,3,2,0,31
7,2016,N,2,TOTAL,N2TOTAL,Euphorbia_heterospina,NA,NA,20,248,70,4,3,345
7,2016,N,2,TOTAL,N2TOTAL,Euphorbia_tirucalli,0,0,0,0,8,0,0,8
7,2016,N,2,TOTAL,N2TOTAL,Grewia_kakothamnos,0,1,1,4,8,0,0,13
7,2016,N,2,TOTAL,N2TOTAL,Maerua_angolensis,NA,NA,1,0,2,0,0,3
7,2016,N,2,TOTAL,N2TOTAL,Maerua_tryphilla,0,0,0,0,0,1,1,2
7,2016,N,2,TOTAL,N2TOTAL,Pyrostria_phyllanthoidea,0,0,0,1,0,0,0,1
7,2016,N,2,TOTAL,N2TOTAL,Teclea_nobilis,0,0,0,13,9,0,0,22
7,2016,N,3,MEGA,N3MEGA,Acacia_brevispica,0,10,10,45,26,4,1,86
7,2016,N,3,MEGA,N3MEGA,Acacia_etbaica,0,0,0,1,3,0,0,4
7,2016,N,3,MEGA,N3MEGA,Acacia_mellifera,0,28,28,6,24,15,5,78
7,2016,N,3,MEGA,N3MEGA,Acacia_tortilis,0,3,3,3,5,1,0,12
7,2016,N,3,MEGA,N3MEGA,Boscia_angustifolia,0,0,0,0,1,0,0,1
7,2016,N,3,MEGA,N3MEGA,Commiphora_habessinica,0,1,1,0,0,0,0,1
7,2016,N,3,MEGA,N3MEGA,Croton_dichogamus,0,1,1,1,0,0,0,2
7,2016,N,3,MEGA,N3MEGA,Euphorbia_bussei,0,3,3,13,5,0,0,21
7,2016,N,3,MEGA,N3MEGA,Euphorbia_heterospina,0,46,46,143,84,22,7,302
7,2016,N,3,MEGA,N3MEGA,Grewia_kakothamnos,0,4,4,7,7,0,0,18
7,2016,N,3,MEGA,N3MEGA,Maerua_tryphilla,0,0,0,0,1,0,0,1
7,2016,N,3,MEGA,N3MEGA,NONE,0,0,0,0,0,0,0,0
7,2016,N,3,MEGA,N3MEGA,Pyrostria_phyllanthoidea,0,0,0,1,2,0,0,3
7,2016,N,3,MEGA,N3MEGA,Rhus_natalensis,0,0,0,1,0,0,0,1
7,2016,N,3,MEGA,N3MEGA,Teclea_nobilis,0,1,1,16,1,0,0,18
7,2016,N,3,MESO,N3MESO,Acacia_brevispica,0,9,9,59,35,5,2,110
7,2016,N,3,MESO,N3MESO,Acacia_etbaica,0,1,1,1,8,3,1,14
7,2016,N,3,MESO,N3MESO,Acacia_mellifera,0,77,77,9,18,8,2,114
7,2016,N,3,MESO,N3MESO,Acacia_tortilis,0,0,0,0,0,1,0,1
7,2016,N,3,MESO,N3MESO,Balanites_rotundifolia,0,0,0,0,4,0,0,4
7,2016,N,3,MESO,N3MESO,Capparis_tomentosa,0,0,0,0,2,0,0,2
7,2016,N,3,MESO,N3MESO,Commiphora_habessinica,0,0,0,1,0,0,0,1
7,2016,N,3,MESO,N3MESO,Croton_dichogamus,0,4,4,12,3,0,0,19
7,2016,N,3,MESO,N3MESO,Euphorbia_bussei,0,6,6,37,4,0,0,47
7,2016,N,3,MESO,N3MESO,Grewia_kakothamnos,0,1,1,9,1,1,0,12
7,2016,N,3,MESO,N3MESO,Maerua_tryphilla,0,0,0,1,0,0,0,1
7,2016,N,3,MESO,N3MESO,NONE,0,0,0,0,0,0,0,0
7,2016,N,3,MESO,N3MESO,Teclea_nobilis,0,0,0,14,1,1,0,16
7,2016,N,3,OPEN,N3OPEN,Acacia_brevispica,0,10,10,78,3,0,0,91
7,2016,N,3,OPEN,N3OPEN,Acacia_etbaica,0,1,1,0,2,0,0,3
7,2016,N,3,OPEN,N3OPEN,Acacia_mellifera,0,6,6,0,1,0,0,7
7,2016,N,3,OPEN,N3OPEN,Acacia_tortilis,0,0,0,0,0,1,0,1
7,2016,N,3,OPEN,N3OPEN,Boscia_angustifolia,0,0,0,1,0,0,0,1
7,2016,N,3,OPEN,N3OPEN,Croton_dichogamus,0,0,0,28,1,0,0,29
7,2016,N,3,OPEN,N3OPEN,Euphorbia_bussei,0,8,8,57,1,1,0,67
7,2016,N,3,OPEN,N3OPEN,Euphorbia_heterospina,0,17,17,134,25,0,0,176
7,2016,N,3,OPEN,N3OPEN,Grewia_kakothamnos,0,1,1,4,0,0,0,5
7,2016,N,3,OPEN,N3OPEN,NONE,0,0,0,0,0,0,0,0
7,2016,N,3,OPEN,N3OPEN,Pyrostria_phyllanthoidea,0,1,1,20,6,0,0,27
7,2016,N,3,OPEN,N3OPEN,Teclea_nobilis,0,0,0,20,0,0,0,20
7,2016,N,3,TOTAL,N3TOTAL,Acacia_brevispica,NA,NA,4,23,40,13,7,87
7,2016,N,3,TOTAL,N3TOTAL,Acacia_etbaica,NA,NA,2,2,3,5,4,16
7,2016,N,3,TOTAL,N3TOTAL,Acacia_mellifera,NA,NA,44,50,10,6,7,117
7,2016,N,3,TOTAL,N3TOTAL,Acacia_tortilis,NA,NA,1,2,1,0,0,4
7,2016,N,3,TOTAL,N3TOTAL,Asparagus_falcatus,0,0,0,1,0,0,0,1
7,2016,N,3,TOTAL,N3TOTAL,Asparagus_racemosus,NA,NA,1,4,1,1,0,7
7,2016,N,3,TOTAL,N3TOTAL,Balanites_rotundifolia,0,0,0,0,0,1,0,1
7,2016,N,3,TOTAL,N3TOTAL,Canthium_pseudosetiflorum,0,0,0,1,5,0,0,6
7,2016,N,3,TOTAL,N3TOTAL,Capparis_tomentosa,0,0,0,0,2,0,0,2
7,2016,N,3,TOTAL,N3TOTAL,Commiphora_habessinica,0,0,0,0,1,0,0,1
7,2016,N,3,TOTAL,N3TOTAL,Croton_dichogamus,NA,NA,11,11,24,0,0,46
7,2016,N,3,TOTAL,N3TOTAL,Euphorbia_bussei,NA,NA,17,16,10,3,0,46
7,2016,N,3,TOTAL,N3TOTAL,Euphorbia_heterospina,NA,NA,40,37,31,1,4,113
7,2016,N,3,TOTAL,N3TOTAL,Euphorbia_tirucalli,0,0,0,2,0,1,1,4
7,2016,N,3,TOTAL,N3TOTAL,Grewia_kakothamnos,0,0,0,0,5,0,1,6
7,2016,N,3,TOTAL,N3TOTAL,Maerua_angolensis,NA,NA,1,6,1,0,0,8
7,2016,N,3,TOTAL,N3TOTAL,Maerua_tryphilla,0,0,0,0,2,0,0,2
7,2016,N,3,TOTAL,N3TOTAL,Psydrax_schimperiana,0,0,0,1,4,0,0,5
7,2016,N,3,TOTAL,N3TOTAL,Pyrostria_phyllanthoidea,0,0,0,0,1,0,0,1
7,2016,N,3,TOTAL,N3TOTAL,Teclea_nobilis,0,0,0,3,1,1,0,5
7,2016,S,1,MEGA,S1MEGA,Acacia_brevispica,0,1,1,14,14,11,15,55
7,2016,S,1,MEGA,S1MEGA,Acacia_etbaica,0,40,40,50,198,110,44,442
7,2016,S,1,MEGA,S1MEGA,Acacia_mellifera,0,10,10,17,30,12,19,88
7,2016,S,1,MEGA,S1MEGA,Acacia_nilotica,0,0,0,1,1,1,3,6
7,2016,S,1,MEGA,S1MEGA,Balanites_rotundifolia,0,4,4,3,2,1,6,16
7,2016,S,1,MEGA,S1MEGA,Boscia_angustifolia,0,1,1,2,0,0,1,4
7,2016,S,1,MEGA,S1MEGA,Commiphora_habessinica,0,2,2,0,0,0,0,2
7,2016,S,1,MEGA,S1MEGA,Cordia_monoica,0,0,0,0,2,0,0,2
7,2016,S,1,MEGA,S1MEGA,Croton_dichogamus,0,4,4,3,0,0,0,7
7,2016,S,1,MEGA,S1MEGA,Euclea_divinorum,0,1,1,1,1,0,0,3
7,2016,S,1,MEGA,S1MEGA,Grewia_kakothamnos,0,22,22,44,35,6,2,109
7,2016,S,1,MEGA,S1MEGA,Lycium_europaeum,0,4,4,3,1,0,0,8
7,2016,S,1,MEGA,S1MEGA,Opuntia_ficus-indica,0,2,2,0,0,0,0,2
7,2016,S,1,MEGA,S1MEGA,Pyrostria_phyllanthoidea,0,1,1,0,0,0,0,1
7,2016,S,1,MEGA,S1MEGA,Rhus_natalensis,0,6,6,9,2,0,0,17
7,2016,S,1,MESO,S1MESO,Acacia_brevispica,0,1,1,8,8,2,2,21
7,2016,S,1,MESO,S1MESO,Acacia_drepanolobium,0,5,5,7,6,0,0,18
7,2016,S,1,MESO,S1MESO,Acacia_etbaica,0,4,4,43,78,104,36,262
7,2016,S,1,MESO,S1MESO,Acacia_mellifera,0,7,7,33,26,11,1,78
7,2016,S,1,MESO,S1MESO,Acacia_nilotica,0,1,1,4,7,4,0,16
7,2016,S,1,MESO,S1MESO,Balanites_rotundifolia,0,1,1,1,6,2,2,12
7,2016,S,1,MESO,S1MESO,Boscia_angustifolia,0,1,1,4,0,0,0,5
7,2016,S,1,MESO,S1MESO,Croton_dichogamus,0,0,0,0,1,0,0,1
7,2016,S,1,MESO,S1MESO,Euclea_divinorum,0,0,0,2,1,1,0,4
7,2016,S,1,MESO,S1MESO,Grewia_kakothamnos,0,4,4,47,50,26,3,130
7,2016,S,1,MESO,S1MESO,Lycium_europaeum,0,1,1,6,9,0,0,16
7,2016,S,1,MESO,S1MESO,Maerua_angolensis,0,0,0,0,1,0,0,1
7,2016,S,1,MESO,S1MESO,Opuntia_ficus-indica,0,7,7,3,0,0,0,10
7,2016,S,1,MESO,S1MESO,Pyrostria_phyllanthoidea,0,0,0,1,1,0,0,2
7,2016,S,1,MESO,S1MESO,Rhus_natalensis,0,0,0,7,1,1,0,9
7,2016,S,1,MESO,S1MESO,Zanthoxylum_chalybeum,0,1,1,0,0,0,0,1
7,2016,S,1,MESO,S1MESO,Ziziphus_mucronata,0,0,0,1,1,0,0,2
7,2016,S,1,OPEN,S1OPEN,Acacia_brevispica,NA,NA,54,150,11,1,0,214
7,2016,S,1,OPEN,S1OPEN,Acacia_etbaica,NA,NA,19,28,137,55,3,242
7,2016,S,1,OPEN,S1OPEN,Acacia_mellifera,NA,NA,1,4,0,0,0,5
7,2016,S,1,OPEN,S1OPEN,Acacia_nilotica,NA,NA,1,0,0,0,0,1
7,2016,S,1,OPEN,S1OPEN,Boscia_angustifolia,NA,NA,1,3,2,1,1,8
7,2016,S,1,OPEN,S1OPEN,Commiphora_habessinica,0,0,0,1,0,0,0,1
7,2016,S,1,OPEN,S1OPEN,Cordia_monoica,0,0,0,0,1,0,0,1
7,2016,S,1,OPEN,S1OPEN,Croton_dichogamus,NA,NA,44,130,20,1,0,195
7,2016,S,1,OPEN,S1OPEN,Euclea_divinorum,NA,NA,1,0,0,0,0,1
7,2016,S,1,OPEN,S1OPEN,Grewia_kakothamnos,NA,NA,17,25,1,0,0,43
7,2016,S,1,OPEN,S1OPEN,Lycium_europaeum,NA,NA,1,0,0,0,0,1
7,2016,S,1,OPEN,S1OPEN,Maerua_angolensis,0,0,0,1,0,0,0,1
7,2016,S,1,OPEN,S1OPEN,Opuntia_ficus-indica,NA,NA,1,0,0,0,0,1
7,2016,S,1,OPEN,S1OPEN,Pyrostria_phyllanthoidea,0,0,0,2,1,0,0,3
7,2016,S,1,TOTAL,S1TOTAL,Acacia_brevispica,NA,NA,7,17,20,2,5,51
7,2016,S,1,TOTAL,S1TOTAL,Acacia_etbaica,NA,NA,21,51,80,32,24,208
7,2016,S,1,TOTAL,S1TOTAL,Acacia_mellifera,NA,NA,60,63,7,3,3,136
7,2016,S,1,TOTAL,S1TOTAL,Acacia_nilotica,0,1,1,5,13,4,2,25
7,2016,S,1,TOTAL,S1TOTAL,Balanites_rotundifolia,0,3,3,7,3,0,0,13
7,2016,S,1,TOTAL,S1TOTAL,Boscia_angustifolia,0,4,4,12,2,0,0,18
7,2016,S,1,TOTAL,S1TOTAL,Croton_dichogamus,0,20,20,16,3,0,0,39
7,2016,S,1,TOTAL,S1TOTAL,Euclea_divinorum,0,0,0,2,0,0,0,2
7,2016,S,1,TOTAL,S1TOTAL,Grewia_kakothamnos,0,3,3,40,35,10,3,91
7,2016,S,1,TOTAL,S1TOTAL,Lycium_europaeum,0,0,0,5,3,0,0,8
7,2016,S,1,TOTAL,S1TOTAL,Maerua_angolensis,0,4,4,7,5,0,0,16
7,2016,S,1,TOTAL,S1TOTAL,NONE,0,0,0,0,0,0,0,0
7,2016,S,1,TOTAL,S1TOTAL,Opuntia_ficus-indica,0,14,14,4,0,0,0,18
7,2016,S,1,TOTAL,S1TOTAL,Pyrostria_phyllanthoidea,0,1,1,4,0,0,0,5
7,2016,S,1,TOTAL,S1TOTAL,Rhus_natalensis,0,0,0,2,0,1,0,3
7,2016,S,2,MEGA,S2MEGA,Acacia_brevispica,0,27,27,12,0,0,1,40
7,2016,S,2,MEGA,S2MEGA,Acacia_drepanolobium,0,10,10,13,1,0,0,24
7,2016,S,2,MEGA,S2MEGA,Acacia_etbaica,0,83,83,217,150,24,5,479
7,2016,S,2,MEGA,S2MEGA,Acacia_gerrardii,0,1,1,0,0,0,0,1
7,2016,S,2,MEGA,S2MEGA,Acacia_mellifera,0,52,52,5,5,0,3,65
7,2016,S,2,MEGA,S2MEGA,Acacia_nilotica,0,7,7,7,3,1,0,18
7,2016,S,2,MEGA,S2MEGA,Balanites_rotundifolia,0,6,6,2,1,1,0,10
7,2016,S,2,MEGA,S2MEGA,Boscia_angustifolia,0,4,4,2,0,0,0,6
7,2016,S,2,MEGA,S2MEGA,Canthium_pseudosetiflorum,0,1,1,0,0,0,0,1
7,2016,S,2,MEGA,S2MEGA,Cordia_monoica,0,0,0,2,0,0,0,2
7,2016,S,2,MEGA,S2MEGA,Croton_dichogamus,0,1,1,0,0,0,0,1
7,2016,S,2,MEGA,S2MEGA,Grewia_kakothamnos,0,24,24,10,5,0,0,39
7,2016,S,2,MEGA,S2MEGA,Lycium_europaeum,0,12,12,6,1,0,0,19
7,2016,S,2,MEGA,S2MEGA,Maerua_angolensis,0,0,0,1,2,0,0,3
7,2016,S,2,MEGA,S2MEGA,Opuntia_ficus-indica,0,6,6,2,0,0,0,8
7,2016,S,2,MEGA,S2MEGA,Pyrostria_phyllanthoidea,0,2,2,1,0,0,0,3
7,2016,S,2,MEGA,S2MEGA,Rhus_natalensis,0,3,3,0,0,0,0,3
7,2016,S,2,MESO,S2MESO,Acacia_brevispica,138,312,450,65,135,145,53,848
7,2016,S,2,MESO,S2MESO,Acacia_etbaica,0,10,10,13,26,75,25,149
7,2016,S,2,MESO,S2MESO,Acacia_mellifera,0,2,2,13,11,11,1,38
7,2016,S,2,MESO,S2MESO,Acacia_nilotica,0,0,0,2,4,1,0,7
7,2016,S,2,MESO,S2MESO,Balanites_rotundifolia,0,0,0,0,4,8,1,13
7,2016,S,2,MESO,S2MESO,Boscia_angustifolia,0,2,2,4,3,1,2,12
7,2016,S,2,MESO,S2MESO,Croton_dichogamus,121,62,183,96,134,37,2,452
7,2016,S,2,MESO,S2MESO,Euclea_divinorum,0,0,0,1,2,1,0,4
7,2016,S,2,MESO,S2MESO,Grewia_bicolor,0,0,0,0,1,0,0,1
7,2016,S,2,MESO,S2MESO,Grewia_kakothamnos,NA,NA,2,48,88,24,2,164
7,2016,S,2,MESO,S2MESO,Lycium_europaeum,0,0,0,0,2,0,0,2
7,2016,S,2,MESO,S2MESO,Opuntia_ficus-indica,0,4,4,5,0,0,0,9
7,2016,S,2,MESO,S2MESO,Pyrostria_phyllanthoidea,0,0,0,0,1,1,1,3
7,2016,S,2,MESO,S2MESO,Rhus_natalensis,0,0,0,5,2,0,1,8
7,2016,S,2,MESO,S2MESO,Ziziphus_mucronata,0,0,0,0,1,0,0,1
7,2016,S,2,OPEN,S2OPEN,Acacia_brevispica,NA,NA,134,115,45,0,1,295
7,2016,S,2,OPEN,S2OPEN,Acacia_drepanolobium,NA,NA,2,0,0,0,0,2
7,2016,S,2,OPEN,S2OPEN,Acacia_etbaica,NA,NA,55,38,63,44,31,231
7,2016,S,2,OPEN,S2OPEN,Acacia_etbaica_hybrid,NA,NA,1,0,0,1,0,2
7,2016,S,2,OPEN,S2OPEN,Acacia_mellifera,NA,NA,68,22,6,0,4,100
7,2016,S,2,OPEN,S2OPEN,Acacia_nilotica,NA,NA,12,5,0,0,0,17
7,2016,S,2,OPEN,S2OPEN,Acokanthera_schimperi,NA,NA,1,0,0,0,0,1
7,2016,S,2,OPEN,S2OPEN,Asparagus_falcatus,0,0,0,1,0,0,0,1
7,2016,S,2,OPEN,S2OPEN,Balanites_rotundifolia,0,0,0,1,2,0,1,4
7,2016,S,2,OPEN,S2OPEN,Boscia_angustifolia,NA,NA,3,3,2,2,2,12
7,2016,S,2,OPEN,S2OPEN,Commiphora_habessinica,NA,NA,4,0,0,0,0,4
7,2016,S,2,OPEN,S2OPEN,Commiphora_schimperi,NA,NA,5,0,0,0,0,5
7,2016,S,2,OPEN,S2OPEN,Croton_dichogamus,NA,NA,282,132,49,5,1,468
7,2016,S,2,OPEN,S2OPEN,Grewia_kakothamnos,NA,NA,78,49,10,1,0,138
7,2016,S,2,OPEN,S2OPEN,Lycium_europaeum,NA,NA,1,2,1,0,0,4
7,2016,S,2,OPEN,S2OPEN,Maerua_angolensis,NA,NA,2,0,0,0,0,2
7,2016,S,2,OPEN,S2OPEN,Opuntia_ficus-indica,NA,NA,48,2,1,0,0,51
7,2016,S,2,OPEN,S2OPEN,Phyllanthus_sepialis,NA,NA,1,1,0,0,0,2
7,2016,S,2,OPEN,S2OPEN,Psydrax_schimperiana,NA,NA,1,1,0,0,0,2
7,2016,S,2,OPEN,S2OPEN,Pyrostria_phyllanthoidea,NA,NA,2,7,4,0,0,13
7,2016,S,2,OPEN,S2OPEN,Rhus_natalensis,NA,NA,7,2,0,0,0,9
7,2016,S,2,TOTAL,S2TOTAL,Acacia_brevispica,NA,NA,18,2,4,0,1,25
7,2016,S,2,TOTAL,S2TOTAL,Acacia_drepanolobium,NA,NA,13,45,10,0,0,68
7,2016,S,2,TOTAL,S2TOTAL,Acacia_etbaica,NA,NA,27,43,45,19,10,143
7,2016,S,2,TOTAL,S2TOTAL,Acacia_etbaica_hybrid,0,0,0,1,0,1,0,2
7,2016,S,2,TOTAL,S2TOTAL,Acacia_gerrardii,0,0,0,0,1,0,0,1
7,2016,S,2,TOTAL,S2TOTAL,Acacia_mellifera,NA,NA,235,29,29,13,27,332
7,2016,S,2,TOTAL,S2TOTAL,Acacia_nilotica,NA,NA,4,9,12,5,1,31
7,2016,S,2,TOTAL,S2TOTAL,Acacia_seyal,0,0,0,1,0,1,0,2
7,2016,S,2,TOTAL,S2TOTAL,Balanites_rotundifolia,NA,NA,3,2,2,1,0,8
7,2016,S,2,TOTAL,S2TOTAL,Boscia_angustifolia,0,0,0,7,4,0,0,11
7,2016,S,2,TOTAL,S2TOTAL,Euclea_divinorum,NA,NA,1,0,0,0,0,1
7,2016,S,2,TOTAL,S2TOTAL,Grewia_kakothamnos,NA,NA,13,47,19,1,1,81
7,2016,S,2,TOTAL,S2TOTAL,Lycium_europaeum,NA,NA,3,6,7,2,0,18
7,2016,S,2,TOTAL,S2TOTAL,Maerua_angolensis,0,0,0,1,3,2,1,7
7,2016,S,2,TOTAL,S2TOTAL,Opuntia_ficus-indica,NA,NA,14,7,2,0,0,22
7,2016,S,2,TOTAL,S2TOTAL,Pyrostria_phyllanthoidea,NA,NA,2,6,0,0,0,8
7,2016,S,2,TOTAL,S2TOTAL,Rhus_natalensis,0,0,0,4,4,2,0,10
7,2016,S,3,MEGA,S3MEGA,Acacia_brevispica,0,91,91,98,112,19,24,344
7,2016,S,3,MEGA,S3MEGA,Acacia_etbaica,0,91,91,63,71,25,21,271
7,2016,S,3,MEGA,S3MEGA,Acacia_gerrardii,0,1,1,0,4,2,0,7
7,2016,S,3,MEGA,S3MEGA,Acacia_mellifera,0,44,44,46,28,4,0,122
7,2016,S,3,MEGA,S3MEGA,Acacia_nilotica,0,8,8,2,0,1,0,11
7,2016,S,3,MEGA,S3MEGA,Balanites_rotundifolia,0,0,0,2,1,1,1,5
7,2016,S,3,MEGA,S3MEGA,Boscia_angustifolia,0,1,1,4,0,1,1,7
7,2016,S,3,MEGA,S3MEGA,Commiphora_habessinica,0,2,2,2,0,0,0,4
7,2016,S,3,MEGA,S3MEGA,Croton_dichogamus,0,18,18,42,20,0,0,80
7,2016,S,3,MEGA,S3MEGA,Euclea_divinorum,0,2,2,17,3,0,0,22
7,2016,S,3,MEGA,S3MEGA,Grewia_kakothamnos,0,27,27,96,33,3,0,159
7,2016,S,3,MEGA,S3MEGA,Maerua_angolensis,0,1,1,1,0,0,0,2
7,2016,S,3,MEGA,S3MEGA,Opuntia_ficus-indica,0,14,14,4,0,0,0,18
7,2016,S,3,MEGA,S3MEGA,Pyrostria_phyllanthoidea,0,0,0,1,0,0,0,1
7,2016,S,3,MEGA,S3MEGA,Rhus_natalensis,0,16,16,14,0,0,0,30
7,2016,S,3,MEGA,S3MEGA,Teclea_nobilis,0,0,0,1,0,0,0,1
7,2016,S,3,MESO,S3MESO,Acacia_brevispica,0,100,100,84,217,38,17,456
7,2016,S,3,MESO,S3MESO,Acacia_etbaica,0,108,108,104,109,41,15,377
7,2016,S,3,MESO,S3MESO,Acacia_mellifera,0,20,20,27,33,2,2,84
7,2016,S,3,MESO,S3MESO,Acacia_nilotica,0,3,3,1,3,0,0,7
7,2016,S,3,MESO,S3MESO,Balanites_rotundifolia,0,0,0,2,3,1,2,8
7,2016,S,3,MESO,S3MESO,Boscia_angustifolia,0,0,0,8,1,2,1,12
7,2016,S,3,MESO,S3MESO,Commiphora_habessinica,0,2,2,1,1,0,0,4
7,2016,S,3,MESO,S3MESO,Croton_dichogamus,0,53,53,149,51,0,0,253
7,2016,S,3,MESO,S3MESO,Euclea_divinorum,0,0,0,0,1,0,0,1
